question_group_id,concept_name,domains,mode_supported,source_type,input_keys_covered,derivation_targets,question_role,section_candidate,ordering_priority,direct_or_supporting,expected_response_type,preferred_scale_name,ask_once_or_repeat,respondent_expected,administered_by,caregiver_prompt_candidate,psychologist_prompt_candidate,caregiver_help_text_candidate,psychologist_help_text_candidate,allow_unknown,unknown_option_needed,criticality,branching_candidate,branching_rule_summary,validation_rule_summary,terminology_risk,notes
cbcl_063,cbcl 063,anxiety,both,general,cbcl_063,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,both,CBCL: cbcl 063 (respuesta estructurada),CBCL: cbcl 063 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_064,cbcl 064,anxiety,both,general,cbcl_064,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,both,CBCL: cbcl 064 (respuesta estructurada),CBCL: cbcl 064 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_065,cbcl 065,anxiety,both,general,cbcl_065,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,both,CBCL: cbcl 065 (respuesta estructurada),CBCL: cbcl 065 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_066,cbcl 066,anxiety,both,general,cbcl_066,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,both,CBCL: cbcl 066 (respuesta estructurada),CBCL: cbcl 066 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_067,cbcl 067,anxiety,psychologist,general,cbcl_067,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 067 (respuesta estructurada),CBCL: cbcl 067 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_068,cbcl 068,anxiety,psychologist,general,cbcl_068,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 068 (respuesta estructurada),CBCL: cbcl 068 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_069,cbcl 069,anxiety,psychologist,general,cbcl_069,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 069 (respuesta estructurada),CBCL: cbcl 069 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_070,cbcl 070,anxiety,both,general,cbcl_070,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,both,CBCL: cbcl 070 (respuesta estructurada),CBCL: cbcl 070 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_071,cbcl 071,anxiety,psychologist,general,cbcl_071,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 071 (respuesta estructurada),CBCL: cbcl 071 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_072,cbcl 072,anxiety,psychologist,general,cbcl_072,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 072 (respuesta estructurada),CBCL: cbcl 072 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_073,cbcl 073,anxiety,psychologist,general,cbcl_073,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 073 (respuesta estructurada),CBCL: cbcl 073 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_074,cbcl 074,anxiety,psychologist,general,cbcl_074,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 074 (respuesta estructurada),CBCL: cbcl 074 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_075,cbcl 075,anxiety,psychologist,general,cbcl_075,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 075 (respuesta estructurada),CBCL: cbcl 075 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_076,cbcl 076,anxiety,psychologist,general,cbcl_076,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 076 (respuesta estructurada),CBCL: cbcl 076 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_077,cbcl 077,anxiety,psychologist,general,cbcl_077,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 077 (respuesta estructurada),CBCL: cbcl 077 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_078,cbcl 078,anxiety,psychologist,general,cbcl_078,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 078 (respuesta estructurada),CBCL: cbcl 078 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_079,cbcl 079,anxiety,psychologist,general,cbcl_079,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 079 (respuesta estructurada),CBCL: cbcl 079 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_080,cbcl 080,anxiety,psychologist,general,cbcl_080,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 080 (respuesta estructurada),CBCL: cbcl 080 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_081,cbcl 081,anxiety,psychologist,general,cbcl_081,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 081 (respuesta estructurada),CBCL: cbcl 081 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_082,cbcl 082,anxiety,psychologist,general,cbcl_082,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 082 (respuesta estructurada),CBCL: cbcl 082 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_083,cbcl 083,anxiety,psychologist,general,cbcl_083,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 083 (respuesta estructurada),CBCL: cbcl 083 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_084,cbcl 084,anxiety,psychologist,general,cbcl_084,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 084 (respuesta estructurada),CBCL: cbcl 084 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_085,cbcl 085,anxiety,psychologist,general,cbcl_085,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 085 (respuesta estructurada),CBCL: cbcl 085 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_086,cbcl 086,anxiety,psychologist,general,cbcl_086,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 086 (respuesta estructurada),CBCL: cbcl 086 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_087,cbcl 087,anxiety,psychologist,general,cbcl_087,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 087 (respuesta estructurada),CBCL: cbcl 087 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_088,cbcl 088,anxiety,psychologist,general,cbcl_088,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 088 (respuesta estructurada),CBCL: cbcl 088 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_089,cbcl 089,anxiety,psychologist,general,cbcl_089,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 089 (respuesta estructurada),CBCL: cbcl 089 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_090,cbcl 090,anxiety,psychologist,general,cbcl_090,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 090 (respuesta estructurada),CBCL: cbcl 090 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_091,cbcl 091,anxiety,psychologist,general,cbcl_091,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 091 (respuesta estructurada),CBCL: cbcl 091 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_092,cbcl 092,anxiety,psychologist,general,cbcl_092,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 092 (respuesta estructurada),CBCL: cbcl 092 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_093,cbcl 093,anxiety,psychologist,general,cbcl_093,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 093 (respuesta estructurada),CBCL: cbcl 093 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_094,cbcl 094,anxiety,psychologist,general,cbcl_094,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 094 (respuesta estructurada),CBCL: cbcl 094 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_095,cbcl 095,anxiety,psychologist,general,cbcl_095,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 095 (respuesta estructurada),CBCL: cbcl 095 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_096,cbcl 096,anxiety,psychologist,general,cbcl_096,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 096 (respuesta estructurada),CBCL: cbcl 096 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_097,cbcl 097,anxiety,psychologist,general,cbcl_097,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 097 (respuesta estructurada),CBCL: cbcl 097 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_098,cbcl 098,anxiety,psychologist,general,cbcl_098,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 098 (respuesta estructurada),CBCL: cbcl 098 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_099,cbcl 099,anxiety,psychologist,general,cbcl_099,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 099 (respuesta estructurada),CBCL: cbcl 099 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_100,cbcl 100,anxiety,psychologist,general,cbcl_100,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 100 (respuesta estructurada),CBCL: cbcl 100 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_101,cbcl 101,anxiety,psychologist,general,cbcl_101,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 101 (respuesta estructurada),CBCL: cbcl 101 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_102,cbcl 102,anxiety,psychologist,general,cbcl_102,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 102 (respuesta estructurada),CBCL: cbcl 102 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_103,cbcl 103,anxiety,psychologist,general,cbcl_103,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 103 (respuesta estructurada),CBCL: cbcl 103 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_104,cbcl 104,anxiety,psychologist,general,cbcl_104,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 104 (respuesta estructurada),CBCL: cbcl 104 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_105,cbcl 105,anxiety,psychologist,general,cbcl_105,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 105 (respuesta estructurada),CBCL: cbcl 105 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_106,cbcl 106,anxiety,psychologist,general,cbcl_106,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 106 (respuesta estructurada),CBCL: cbcl 106 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_107,cbcl 107,anxiety,psychologist,general,cbcl_107,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 107 (respuesta estructurada),CBCL: cbcl 107 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_108,cbcl 108,anxiety,psychologist,general,cbcl_108,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 108 (respuesta estructurada),CBCL: cbcl 108 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_109,cbcl 109,anxiety,psychologist,general,cbcl_109,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 109 (respuesta estructurada),CBCL: cbcl 109 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_110,cbcl 110,anxiety,psychologist,general,cbcl_110,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 110 (respuesta estructurada),CBCL: cbcl 110 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_111,cbcl 111,anxiety,psychologist,general,cbcl_111,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 111 (respuesta estructurada),CBCL: cbcl 111 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_112,cbcl 112,anxiety,psychologist,general,cbcl_112,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 112 (respuesta estructurada),CBCL: cbcl 112 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_113,cbcl 113,anxiety,psychologist,general,cbcl_113,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 113 (respuesta estructurada),CBCL: cbcl 113 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_114,cbcl 114,anxiety,psychologist,general,cbcl_114,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 114 (respuesta estructurada),CBCL: cbcl 114 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_115,cbcl 115,anxiety,psychologist,general,cbcl_115,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 115 (respuesta estructurada),CBCL: cbcl 115 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_116,cbcl 116,anxiety,psychologist,general,cbcl_116,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 116 (respuesta estructurada),CBCL: cbcl 116 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_117,cbcl 117,anxiety,psychologist,general,cbcl_117,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 117 (respuesta estructurada),CBCL: cbcl 117 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_118,cbcl 118,anxiety,psychologist,general,cbcl_118,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 118 (respuesta estructurada),CBCL: cbcl 118 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_aggressive_behavior_proxy,cbcl aggressive behavior proxy,adhd|anxiety|conduct|depression|elimination,both,score_derivado,cbcl_aggressive_behavior_proxy,cbcl_aggressive_behavior_proxy,supporting,cbcl,10,supporting,integer,integer_1_19,ask_once,clinician,both,CBCL: cbcl aggressive behavior proxy (respuesta estructurada),CBCL: cbcl aggressive behavior proxy (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_anxious_depressed_proxy,cbcl anxious depressed proxy,adhd|anxiety|conduct|depression|elimination,both,score_derivado,cbcl_anxious_depressed_proxy,cbcl_anxious_depressed_proxy,supporting,cbcl,10,supporting,integer,integer_0_20,ask_once,clinician,both,CBCL: cbcl anxious depressed proxy (respuesta estructurada),CBCL: cbcl anxious depressed proxy (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_attention_problems_proxy,cbcl attention problems proxy,adhd|anxiety|conduct|depression|elimination,both,score_derivado,cbcl_attention_problems_proxy,cbcl_attention_problems_proxy,supporting,cbcl,10,supporting,integer,integer_0_20,ask_once,clinician,both,CBCL: cbcl attention problems proxy (respuesta estructurada),CBCL: cbcl attention problems proxy (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_externalizing_proxy,cbcl externalizing proxy,adhd|anxiety|conduct|depression|elimination,both,score_derivado,cbcl_externalizing_proxy,cbcl_externalizing_proxy,supporting,cbcl,10,supporting,integer,integer_2_40,ask_once,clinician,both,CBCL: cbcl externalizing proxy (respuesta estructurada),CBCL: cbcl externalizing proxy (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_internalizing_proxy,cbcl internalizing proxy,adhd|anxiety|conduct|depression|elimination,both,score_derivado,cbcl_internalizing_proxy,cbcl_internalizing_proxy,supporting,cbcl,10,supporting,integer,integer_0_38,ask_once,clinician,both,CBCL: cbcl internalizing proxy (respuesta estructurada),CBCL: cbcl internalizing proxy (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_rule_breaking_proxy,cbcl rule breaking proxy,adhd|anxiety|conduct|depression|elimination,both,score_derivado,cbcl_rule_breaking_proxy,cbcl_rule_breaking_proxy,supporting,cbcl,10,supporting,integer,integer_0_22,ask_once,clinician,both,CBCL: cbcl rule breaking proxy (respuesta estructurada),CBCL: cbcl rule breaking proxy (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
has_cbcl,has cbcl,adhd|anxiety|conduct|depression|elimination,both,disponibilidad_instrumental,has_cbcl,n/a,direct,cbcl,10,direct,boolean,boolean_yes_no,ask_once,clinician,both,CBCL: has cbcl (respuesta estructurada),CBCL: has cbcl (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,yes,high,yes,"si has_* = no, ocultar bloque instrumental asociado",valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
conners_cognitive_problems,conners cognitive problems,adhd,psychologist,general,conners_cognitive_problems,n/a,direct,conners,10,direct,integer,integer_6_15,ask_once,child,psychologist,Conners: conners cognitive problems (respuesta estructurada),Conners: conners cognitive problems (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
conners_conduct_problems,conners conduct problems,adhd,psychologist,general,conners_conduct_problems,n/a,direct,conners,10,direct,integer,integer_2_22,ask_once,child,psychologist,Conners: conners conduct problems (respuesta estructurada),Conners: conners conduct problems (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
