domain,role,mode,feature_set_id,position,feature
adhd,psychologist,psychologist_2_3,legacy_structural_intersection,5,adhd_inatt_06_avoids_sustained_effort
adhd,psychologist,psychologist_2_3,legacy_structural_intersection,6,adhd_inatt_02_sustained_attention_difficulty
adhd,psychologist,psychologist_2_3,legacy_structural_intersection,7,adhd_impairment_home
adhd,psychologist,psychologist_2_3,legacy_structural_intersection,8,adhd_inatt_03_seems_not_listening
adhd,psychologist,psychologist_2_3,legacy_structural_intersection,9,adhd_inatt_09_forgetful_daily_activities
adhd,psychologist,psychologist_2_3,legacy_structural_intersection,10,adhd_hypimp_02_leaves_seat
adhd,psychologist,psychologist_2_3,legacy_structural_intersection,11,adhd_hypimp_04_cannot_play_quietly
adhd,psychologist,psychologist_2_3,legacy_structural_intersection,12,adhd_inatt_07_loses_things
adhd,psychologist,psychologist_2_3,legacy_structural_intersection,13,adhd_inatt_01_attention_to_detail_errors
adhd,psychologist,psychologist_2_3,legacy_structural_intersection,14,adhd_hypimp_03_runs_or_climbs_inappropriately
adhd,psychologist,psychologist_2_3,legacy_structural_intersection,15,adhd_inatt_04_fails_to_finish_tasks
adhd,psychologist,psychologist_2_3,legacy_structural_intersection,16,adhd_impairment_social
adhd,psychologist,psychologist_2_3,legacy_structural_intersection,17,adhd_hypimp_07_blurts_out
adhd,psychologist,psychologist_2_3,legacy_structural_intersection,18,adhd_hypimp_01_fidgets
adhd,psychologist,psychologist_full,structural_ranked_direct,1,adhd_onset_before_12
adhd,psychologist,psychologist_full,structural_ranked_direct,2,adhd_inatt_08_easily_distracted
adhd,psychologist,psychologist_full,structural_ranked_direct,3,adhd_inatt_02_sustained_attention_difficulty
adhd,psychologist,psychologist_full,structural_ranked_direct,4,adhd_inatt_06_avoids_sustained_effort
adhd,psychologist,psychologist_full,structural_ranked_direct,5,adhd_inatt_03_seems_not_listening
adhd,psychologist,psychologist_full,structural_ranked_direct,6,adhd_hypimp_04_cannot_play_quietly
adhd,psychologist,psychologist_full,structural_ranked_direct,7,adhd_inatt_07_loses_things
adhd,psychologist,psychologist_full,structural_ranked_direct,8,adhd_hypimp_02_leaves_seat
adhd,psychologist,psychologist_full,structural_ranked_direct,9,adhd_inatt_09_forgetful_daily_activities
adhd,psychologist,psychologist_full,structural_ranked_direct,10,adhd_hypimp_03_runs_or_climbs_inappropriately
adhd,psychologist,psychologist_full,structural_ranked_direct,11,adhd_hypimp_01_fidgets
adhd,psychologist,psychologist_full,structural_ranked_direct,12,adhd_inatt_01_attention_to_detail_errors
adhd,psychologist,psychologist_full,structural_ranked_direct,13,adhd_hypimp_07_blurts_out
adhd,psychologist,psychologist_full,structural_ranked_direct,14,adhd_hypimp_05_driven_by_motor
adhd,psychologist,psychologist_full,structural_ranked_direct,15,adhd_inatt_04_fails_to_finish_tasks
adhd,psychologist,psychologist_full,structural_ranked_direct,16,adhd_hypimp_08_difficulty_waiting_turn
adhd,psychologist,psychologist_full,structural_ranked_direct,17,adhd_inatt_05_organization_difficulty
adhd,psychologist,psychologist_full,structural_ranked_direct,18,adhd_hypimp_06_talks_excessively
adhd,psychologist,psychologist_full,structural_ranked_direct,19,adhd_hypimp_09_interrupts_intrudes
adhd,psychologist,psychologist_full,structural_ranked_direct,20,adhd_impairment_home
adhd,psychologist,psychologist_full,structural_ranked_direct,21,adhd_impairment_school
adhd,psychologist,psychologist_full,structural_ranked_direct,22,adhd_impairment_social
adhd,psychologist,psychologist_full,structural_ranked_direct,23,adhd_not_better_explained_other_mental
adhd,psychologist,psychologist_full,structural_ranked_direct,24,adhd_context_home
adhd,psychologist,psychologist_full,structural_ranked_direct,25,adhd_context_school
adhd,psychologist,psychologist_full,structural_ranked_direct,26,adhd_context_other
adhd,psychologist,psychologist_full,structural_ranked_direct,27,adhd_not_psychosis_exclusive
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,1,adhd_onset_before_12
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,2,adhd_inatt_08_easily_distracted
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,3,adhd_inatt_02_sustained_attention_difficulty
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,4,adhd_inatt_06_avoids_sustained_effort
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,5,adhd_inatt_03_seems_not_listening
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,6,adhd_hypimp_04_cannot_play_quietly
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,7,adhd_inatt_07_loses_things
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,8,adhd_hypimp_02_leaves_seat
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,9,adhd_inatt_09_forgetful_daily_activities
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,10,adhd_hypimp_03_runs_or_climbs_inappropriately
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,11,adhd_hypimp_01_fidgets
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,12,adhd_inatt_01_attention_to_detail_errors
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,13,adhd_hypimp_07_blurts_out
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,14,adhd_hypimp_05_driven_by_motor
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,15,adhd_inatt_04_fails_to_finish_tasks
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,16,adhd_hypimp_08_difficulty_waiting_turn
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,17,adhd_inatt_05_organization_difficulty
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,18,adhd_hypimp_06_talks_excessively
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,19,adhd_hypimp_09_interrupts_intrudes
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,20,adhd_impairment_home
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,21,adhd_impairment_school
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,22,adhd_impairment_social
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,23,adhd_not_better_explained_other_mental
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,24,adhd_context_home
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,25,adhd_context_school
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,26,adhd_context_other
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,27,adhd_not_psychosis_exclusive
adhd,psychologist,psychologist_full,dsm5_core_plus_context,1,adhd_impairment_home
adhd,psychologist,psychologist_full,dsm5_core_plus_context,2,adhd_impairment_school
adhd,psychologist,psychologist_full,dsm5_core_plus_context,3,adhd_impairment_social
adhd,psychologist,psychologist_full,dsm5_core_plus_context,4,adhd_context_home
adhd,psychologist,psychologist_full,dsm5_core_plus_context,5,adhd_context_school
adhd,psychologist,psychologist_full,dsm5_core_plus_context,6,adhd_context_other
adhd,psychologist,psychologist_full,dsm5_core_plus_context,7,adhd_onset_before_12
adhd,psychologist,psychologist_full,dsm5_core_plus_context,8,adhd_inatt_08_easily_distracted
adhd,psychologist,psychologist_full,dsm5_core_plus_context,9,adhd_inatt_02_sustained_attention_difficulty
adhd,psychologist,psychologist_full,dsm5_core_plus_context,10,adhd_inatt_06_avoids_sustained_effort
adhd,psychologist,psychologist_full,dsm5_core_plus_context,11,adhd_inatt_03_seems_not_listening
adhd,psychologist,psychologist_full,dsm5_core_plus_context,12,adhd_hypimp_04_cannot_play_quietly
adhd,psychologist,psychologist_full,dsm5_core_plus_context,13,adhd_inatt_07_loses_things
adhd,psychologist,psychologist_full,dsm5_core_plus_context,14,adhd_hypimp_02_leaves_seat
adhd,psychologist,psychologist_full,dsm5_core_plus_context,15,adhd_inatt_09_forgetful_daily_activities
adhd,psychologist,psychologist_full,dsm5_core_plus_context,16,adhd_hypimp_03_runs_or_climbs_inappropriately
adhd,psychologist,psychologist_full,dsm5_core_plus_context,17,adhd_hypimp_01_fidgets
adhd,psychologist,psychologist_full,dsm5_core_plus_context,18,adhd_inatt_01_attention_to_detail_errors
adhd,psychologist,psychologist_full,dsm5_core_plus_context,19,adhd_hypimp_07_blurts_out
adhd,psychologist,psychologist_full,dsm5_core_plus_context,20,adhd_hypimp_05_driven_by_motor
adhd,psychologist,psychologist_full,dsm5_core_plus_context,21,adhd_inatt_04_fails_to_finish_tasks
adhd,psychologist,psychologist_full,dsm5_core_plus_context,22,adhd_hypimp_08_difficulty_waiting_turn
adhd,psychologist,psychologist_full,dsm5_core_plus_context,23,adhd_inatt_05_organization_difficulty
adhd,psychologist,psychologist_full,dsm5_core_plus_context,24,adhd_hypimp_06_talks_excessively
adhd,psychologist,psychologist_full,dsm5_core_plus_context,25,adhd_hypimp_09_interrupts_intrudes
adhd,psychologist,psychologist_full,dsm5_core_plus_context,26,adhd_not_better_explained_other_mental
adhd,psychologist,psychologist_full,dsm5_core_plus_context,27,adhd_not_psychosis_exclusive
adhd,psychologist,psychologist_full,legacy_structural_intersection,1,adhd_context_home
adhd,psychologist,psychologist_full,legacy_structural_intersection,2,adhd_context_other
adhd,psychologist,psychologist_full,legacy_structural_intersection,3,adhd_context_school
adhd,psychologist,psychologist_full,legacy_structural_intersection,4,adhd_hypimp_01_fidgets
adhd,psychologist,psychologist_full,legacy_structural_intersection,5,adhd_hypimp_02_leaves_seat
adhd,psychologist,psychologist_full,legacy_structural_intersection,6,adhd_hypimp_03_runs_or_climbs_inappropriately
adhd,psychologist,psychologist_full,legacy_structural_intersection,7,adhd_hypimp_04_cannot_play_quietly
adhd,psychologist,psychologist_full,legacy_structural_intersection,8,adhd_hypimp_05_driven_by_motor
adhd,psychologist,psychologist_full,legacy_structural_intersection,9,adhd_hypimp_06_talks_excessively
adhd,psychologist,psychologist_full,legacy_structural_intersection,10,adhd_hypimp_07_blurts_out
adhd,psychologist,psychologist_full,legacy_structural_intersection,11,adhd_hypimp_08_difficulty_waiting_turn
adhd,psychologist,psychologist_full,legacy_structural_intersection,12,adhd_hypimp_09_interrupts_intrudes
adhd,psychologist,psychologist_full,legacy_structural_intersection,13,adhd_impairment_home
adhd,psychologist,psychologist_full,legacy_structural_intersection,14,adhd_impairment_school
adhd,psychologist,psychologist_full,legacy_structural_intersection,15,adhd_impairment_social
adhd,psychologist,psychologist_full,legacy_structural_intersection,16,adhd_inatt_01_attention_to_detail_errors
adhd,psychologist,psychologist_full,legacy_structural_intersection,17,adhd_inatt_02_sustained_attention_difficulty
adhd,psychologist,psychologist_full,legacy_structural_intersection,18,adhd_inatt_03_seems_not_listening
adhd,psychologist,psychologist_full,legacy_structural_intersection,19,adhd_inatt_04_fails_to_finish_tasks
adhd,psychologist,psychologist_full,legacy_structural_intersection,20,adhd_inatt_05_organization_difficulty
adhd,psychologist,psychologist_full,legacy_structural_intersection,21,adhd_inatt_06_avoids_sustained_effort
adhd,psychologist,psychologist_full,legacy_structural_intersection,22,adhd_inatt_07_loses_things
adhd,psychologist,psychologist_full,legacy_structural_intersection,23,adhd_inatt_08_easily_distracted
adhd,psychologist,psychologist_full,legacy_structural_intersection,24,adhd_inatt_09_forgetful_daily_activities
adhd,psychologist,psychologist_full,legacy_structural_intersection,25,adhd_not_better_explained_other_mental
adhd,psychologist,psychologist_full,legacy_structural_intersection,26,adhd_not_psychosis_exclusive
adhd,psychologist,psychologist_full,legacy_structural_intersection,27,adhd_onset_before_12
anxiety,psychologist,psychologist_1_3,structural_ranked_direct,1,sep_anx_impairment
anxiety,psychologist,psychologist_1_3,structural_ranked_direct,2,sep_anx_duration_weeks
anxiety,psychologist,psychologist_1_3,structural_ranked_direct,3,gad_difficulty_controlling_worry
anxiety,psychologist,psychologist_1_3,structural_ranked_direct,4,sep_anx_07_separation_nightmares
anxiety,psychologist,psychologist_1_3,structural_ranked_direct,5,social_anxiety_almost_always_triggered
anxiety,psychologist,psychologist_1_3,structural_ranked_direct,6,sep_anx_04_refuses_leaving_home_school
anxiety,psychologist,psychologist_1_3,structural_ranked_direct,7,agor_escape_help_cognition
anxiety,psychologist,psychologist_1_3,structural_ranked_direct,8,gad_excessive_worry_multiple_areas
anxiety,psychologist,psychologist_1_3,structural_ranked_direct,9,sep_anx_08_physical_complaints_on_separation
anxiety,psychologist,psychologist_1_3,structural_ranked_direct,10,social_anxiety_avoid_or_endure_intense
anxiety,psychologist,psychologist_1_3,structural_ranked_direct,11,sep_anx_05_fear_being_alone_without_attachment
anxiety,psychologist,psychologist_1_3,structural_ranked_direct,12,sep_anx_02_worry_losing_attachment_figures
anxiety,psychologist,psychologist_1_3,structural_ranked_direct,13,social_anxiety_fear_being_observed
anxiety,psychologist,psychologist_1_3,structural_ranked_direct,14,sep_anx_03_worry_event_causing_separation
anxiety,psychologist,psychologist_1_3,structural_ranked_direct,15,social_anxiety_fear_negative_evaluation
anxiety,psychologist,psychologist_1_3,structural_ranked_direct,16,social_anxiety_duration_months
anxiety,psychologist,psychologist_1_3,structural_ranked_plus_derived,1,sep_anx_impairment
anxiety,psychologist,psychologist_1_3,structural_ranked_plus_derived,2,sep_anx_duration_weeks
anxiety,psychologist,psychologist_1_3,structural_ranked_plus_derived,3,gad_difficulty_controlling_worry
anxiety,psychologist,psychologist_1_3,structural_ranked_plus_derived,4,sep_anx_07_separation_nightmares
anxiety,psychologist,psychologist_1_3,structural_ranked_plus_derived,5,social_anxiety_almost_always_triggered
anxiety,psychologist,psychologist_1_3,structural_ranked_plus_derived,6,sep_anx_04_refuses_leaving_home_school
anxiety,psychologist,psychologist_1_3,structural_ranked_plus_derived,7,agor_escape_help_cognition
anxiety,psychologist,psychologist_1_3,structural_ranked_plus_derived,8,gad_excessive_worry_multiple_areas
anxiety,psychologist,psychologist_1_3,structural_ranked_plus_derived,9,sep_anx_08_physical_complaints_on_separation
anxiety,psychologist,psychologist_1_3,structural_ranked_plus_derived,10,social_anxiety_avoid_or_endure_intense
anxiety,psychologist,psychologist_1_3,structural_ranked_plus_derived,11,sep_anx_05_fear_being_alone_without_attachment
anxiety,psychologist,psychologist_1_3,structural_ranked_plus_derived,12,sep_anx_02_worry_losing_attachment_figures
anxiety,psychologist,psychologist_1_3,structural_ranked_plus_derived,13,social_anxiety_fear_being_observed
anxiety,psychologist,psychologist_1_3,structural_ranked_plus_derived,14,sep_anx_03_worry_event_causing_separation
anxiety,psychologist,psychologist_1_3,structural_ranked_plus_derived,15,social_anxiety_fear_negative_evaluation
anxiety,psychologist,psychologist_1_3,structural_ranked_plus_derived,16,social_anxiety_duration_months
anxiety,psychologist,psychologist_1_3,dsm5_core_plus_context,1,sep_anx_impairment
anxiety,psychologist,psychologist_1_3,dsm5_core_plus_context,2,sep_anx_duration_weeks
anxiety,psychologist,psychologist_1_3,dsm5_core_plus_context,3,gad_difficulty_controlling_worry
anxiety,psychologist,psychologist_1_3,dsm5_core_plus_context,4,gad_excessive_worry_multiple_areas
anxiety,psychologist,psychologist_1_3,dsm5_core_plus_context,5,sep_anx_02_worry_losing_attachment_figures
anxiety,psychologist,psychologist_1_3,dsm5_core_plus_context,6,sep_anx_03_worry_event_causing_separation
anxiety,psychologist,psychologist_1_3,dsm5_core_plus_context,7,social_anxiety_duration_months
anxiety,psychologist,psychologist_1_3,dsm5_core_plus_context,8,agor_duration_months
anxiety,psychologist,psychologist_1_3,dsm5_core_plus_context,9,gad_duration_months
anxiety,psychologist,psychologist_1_3,dsm5_core_plus_context,10,agor_impairment
anxiety,psychologist,psychologist_1_3,dsm5_core_plus_context,11,gad_impairment
anxiety,psychologist,psychologist_1_3,dsm5_core_plus_context,12,social_anxiety_impairment
anxiety,psychologist,psychologist_1_3,dsm5_core_plus_context,13,sep_anx_07_separation_nightmares
anxiety,psychologist,psychologist_1_3,dsm5_core_plus_context,14,social_anxiety_almost_always_triggered
anxiety,psychologist,psychologist_1_3,dsm5_core_plus_context,15,sep_anx_04_refuses_leaving_home_school
anxiety,psychologist,psychologist_1_3,dsm5_core_plus_context,16,agor_escape_help_cognition
anxiety,psychologist,psychologist_1_3,legacy_structural_intersection,1,gad_difficulty_controlling_worry
anxiety,psychologist,psychologist_1_3,legacy_structural_intersection,2,gad_excessive_worry_multiple_areas
anxiety,psychologist,psychologist_1_3,legacy_structural_intersection,3,sep_anx_01_distress_on_separation
anxiety,psychologist,psychologist_1_3,legacy_structural_intersection,4,sep_anx_02_worry_losing_attachment_figures
anxiety,psychologist,psychologist_1_3,legacy_structural_intersection,5,sep_anx_03_worry_event_causing_separation
anxiety,psychologist,psychologist_1_3,legacy_structural_intersection,6,sep_anx_04_refuses_leaving_home_school
anxiety,psychologist,psychologist_1_3,legacy_structural_intersection,7,sep_anx_05_fear_being_alone_without_attachment
anxiety,psychologist,psychologist_1_3,legacy_structural_intersection,8,sep_anx_06_refuses_sleep_away_or_alone
anxiety,psychologist,psychologist_1_3,legacy_structural_intersection,9,sep_anx_07_separation_nightmares
anxiety,psychologist,psychologist_1_3,legacy_structural_intersection,10,sep_anx_08_physical_complaints_on_separation
anxiety,psychologist,psychologist_1_3,legacy_structural_intersection,11,social_anxiety_almost_always_triggered
anxiety,psychologist,psychologist_1_3,legacy_structural_intersection,12,social_anxiety_avoid_or_endure_intense
anxiety,psychologist,psychologist_1_3,legacy_structural_intersection,13,social_anxiety_fear_being_observed
anxiety,psychologist,psychologist_1_3,legacy_structural_intersection,14,social_anxiety_fear_interactions
anxiety,psychologist,psychologist_full,structural_ranked_direct,1,sep_anx_impairment
anxiety,psychologist,psychologist_full,structural_ranked_direct,2,sep_anx_duration_weeks
anxiety,psychologist,psychologist_full,structural_ranked_direct,3,gad_difficulty_controlling_worry
anxiety,psychologist,psychologist_full,structural_ranked_direct,4,sep_anx_07_separation_nightmares
anxiety,psychologist,psychologist_full,structural_ranked_direct,5,social_anxiety_almost_always_triggered
anxiety,psychologist,psychologist_full,structural_ranked_direct,6,sep_anx_04_refuses_leaving_home_school
anxiety,psychologist,psychologist_full,structural_ranked_direct,7,agor_escape_help_cognition
anxiety,psychologist,psychologist_full,structural_ranked_direct,8,gad_excessive_worry_multiple_areas
anxiety,psychologist,psychologist_full,structural_ranked_direct,9,sep_anx_08_physical_complaints_on_separation
anxiety,psychologist,psychologist_full,structural_ranked_direct,10,social_anxiety_avoid_or_endure_intense
anxiety,psychologist,psychologist_full,structural_ranked_direct,11,sep_anx_05_fear_being_alone_without_attachment
anxiety,psychologist,psychologist_full,structural_ranked_direct,12,sep_anx_02_worry_losing_attachment_figures
anxiety,psychologist,psychologist_full,structural_ranked_direct,13,social_anxiety_fear_being_observed
anxiety,psychologist,psychologist_full,structural_ranked_direct,14,sep_anx_03_worry_event_causing_separation
anxiety,psychologist,psychologist_full,structural_ranked_direct,15,social_anxiety_fear_negative_evaluation
anxiety,psychologist,psychologist_full,structural_ranked_direct,16,social_anxiety_duration_months
anxiety,psychologist,psychologist_full,structural_ranked_direct,17,sep_anx_01_distress_on_separation
anxiety,psychologist,psychologist_full,structural_ranked_direct,18,social_anxiety_fear_interactions
anxiety,psychologist,psychologist_full,structural_ranked_direct,19,sep_anx_06_refuses_sleep_away_or_alone
anxiety,psychologist,psychologist_full,structural_ranked_direct,20,agor_avoid_or_need_companion
anxiety,psychologist,psychologist_full,structural_ranked_direct,21,gad_assoc_04_irritability
anxiety,psychologist,psychologist_full,structural_ranked_direct,22,agor_duration_months
anxiety,psychologist,psychologist_full,structural_ranked_direct,23,gad_assoc_06_sleep_problems
anxiety,psychologist,psychologist_full,structural_ranked_direct,24,gad_duration_months
anxiety,psychologist,psychologist_full,structural_ranked_direct,25,agor_impairment
anxiety,psychologist,psychologist_full,structural_ranked_direct,26,social_anxiety_fear_performance
anxiety,psychologist,psychologist_full,structural_ranked_direct,27,gad_assoc_02_fatigue
anxiety,psychologist,psychologist_full,structural_ranked_direct,28,gad_impairment
anxiety,psychologist,psychologist_full,structural_ranked_direct,29,social_anxiety_impairment
anxiety,psychologist,psychologist_full,structural_ranked_direct,30,gad_assoc_01_restlessness
anxiety,psychologist,psychologist_full,structural_ranked_direct,31,gad_assoc_03_concentration_difficulty
anxiety,psychologist,psychologist_full,structural_ranked_direct,32,gad_assoc_05_muscle_tension
anxiety,psychologist,psychologist_full,structural_ranked_direct,33,agor_fear_05_outside_home_alone
anxiety,psychologist,psychologist_full,structural_ranked_direct,34,agor_fear_01_public_transport
anxiety,psychologist,psychologist_full,structural_ranked_direct,35,agor_fear_03_enclosed_spaces
anxiety,psychologist,psychologist_full,structural_ranked_direct,36,agor_fear_04_crowds_queues
anxiety,psychologist,psychologist_full,structural_ranked_direct,37,agor_fear_02_open_spaces
anxiety,psychologist,psychologist_full,structural_ranked_direct,38,agor_almost_always_triggered
anxiety,psychologist,psychologist_full,structural_ranked_direct,39,agor_not_better_explained
anxiety,psychologist,psychologist_full,structural_ranked_direct,40,gad_not_better_explained
anxiety,psychologist,psychologist_full,structural_ranked_direct,41,social_anxiety_not_due_substance_medical
anxiety,psychologist,psychologist_full,structural_ranked_direct,42,sep_anx_not_better_explained
anxiety,psychologist,psychologist_full,structural_ranked_direct,43,social_anxiety_not_better_explained
anxiety,psychologist,psychologist_full,structural_ranked_direct,44,gad_not_due_substance_medical
anxiety,psychologist,psychologist_full,structural_ranked_direct,45,social_anxiety_children_peer_only_flag
anxiety,psychologist,psychologist_full,structural_ranked_direct,46,agor_disproportionate
anxiety,psychologist,psychologist_full,structural_ranked_direct,47,agor_not_excessive_due_medical
anxiety,psychologist,psychologist_full,structural_ranked_direct,48,social_anxiety_disproportionate
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,1,sep_anx_impairment
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,2,sep_anx_duration_weeks
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,3,gad_difficulty_controlling_worry
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,4,sep_anx_07_separation_nightmares
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,5,social_anxiety_almost_always_triggered
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,6,sep_anx_04_refuses_leaving_home_school
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,7,agor_escape_help_cognition
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,8,gad_excessive_worry_multiple_areas
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,9,sep_anx_08_physical_complaints_on_separation
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,10,social_anxiety_avoid_or_endure_intense
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,11,sep_anx_05_fear_being_alone_without_attachment
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,12,sep_anx_02_worry_losing_attachment_figures
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,13,social_anxiety_fear_being_observed
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,14,sep_anx_03_worry_event_causing_separation
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,15,social_anxiety_fear_negative_evaluation
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,16,social_anxiety_duration_months
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,17,sep_anx_01_distress_on_separation
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,18,social_anxiety_fear_interactions
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,19,sep_anx_06_refuses_sleep_away_or_alone
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,20,agor_avoid_or_need_companion
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,21,gad_assoc_04_irritability
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,22,agor_duration_months
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,23,gad_assoc_06_sleep_problems
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,24,gad_duration_months
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,25,agor_impairment
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,26,social_anxiety_fear_performance
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,27,gad_assoc_02_fatigue
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,28,gad_impairment
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,29,social_anxiety_impairment
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,30,gad_assoc_01_restlessness
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,31,gad_assoc_03_concentration_difficulty
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,32,gad_assoc_05_muscle_tension
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,33,agor_fear_05_outside_home_alone
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,34,agor_fear_01_public_transport
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,35,agor_fear_03_enclosed_spaces
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,36,agor_fear_04_crowds_queues
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,37,agor_fear_02_open_spaces
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,38,agor_almost_always_triggered
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,39,agor_not_better_explained
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,40,gad_not_better_explained
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,41,social_anxiety_not_due_substance_medical
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,42,sep_anx_not_better_explained
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,43,social_anxiety_not_better_explained
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,44,gad_not_due_substance_medical
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,45,social_anxiety_children_peer_only_flag
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,46,agor_disproportionate
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,47,agor_not_excessive_due_medical
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,48,social_anxiety_disproportionate
anxiety,psychologist,psychologist_full,dsm5_core_plus_context,1,sep_anx_impairment
anxiety,psychologist,psychologist_full,dsm5_core_plus_context,2,sep_anx_duration_weeks
anxiety,psychologist,psychologist_full,dsm5_core_plus_context,3,gad_difficulty_controlling_worry
anxiety,psychologist,psychologist_full,dsm5_core_plus_context,4,gad_excessive_worry_multiple_areas
anxiety,psychologist,psychologist_full,dsm5_core_plus_context,5,sep_anx_02_worry_losing_attachment_figures
anxiety,psychologist,psychologist_full,dsm5_core_plus_context,6,sep_anx_03_worry_event_causing_separation
anxiety,psychologist,psychologist_full,dsm5_core_plus_context,7,social_anxiety_duration_months
anxiety,psychologist,psychologist_full,dsm5_core_plus_context,8,agor_duration_months
anxiety,psychologist,psychologist_full,dsm5_core_plus_context,9,gad_duration_months
anxiety,psychologist,psychologist_full,dsm5_core_plus_context,10,agor_impairment
anxiety,psychologist,psychologist_full,dsm5_core_plus_context,11,gad_impairment
anxiety,psychologist,psychologist_full,dsm5_core_plus_context,12,social_anxiety_impairment
anxiety,psychologist,psychologist_full,dsm5_core_plus_context,13,sep_anx_07_separation_nightmares
anxiety,psychologist,psychologist_full,dsm5_core_plus_context,14,social_anxiety_almost_always_triggered
anxiety,psychologist,psychologist_full,dsm5_core_plus_context,15,sep_anx_04_refuses_leaving_home_school
anxiety,psychologist,psychologist_full,dsm5_core_plus_context,16,agor_escape_help_cognition
anxiety,psychologist,psychologist_full,dsm5_core_plus_context,17,sep_anx_08_physical_complaints_on_separation
anxiety,psychologist,psychologist_full,dsm5_core_plus_context,18,social_anxiety_avoid_or_endure_intense
anxiety,psychologist,psychologist_full,dsm5_core_plus_context,19,sep_anx_05_fear_being_alone_without_attachment
anxiety,psychologist,psychologist_full,dsm5_core_plus_context,20,social_anxiety_fear_being_observed
anxiety,psychologist,psychologist_full,dsm5_core_plus_context,21,social_anxiety_fear_negative_evaluation
