input_key,domain(s),direct_or_derived_or_flag_or_system,legacy_semantics,current_reconstructed_semantics,exact_match_yes_no,approximate_match_yes_no,exact_match_rate_current,exact_match_rate_fixed,approx_match_rate_current,mismatch_type,mismatch_severity,notes
scared_p_41,anxiety,direct_question,SCARED_P,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_p_generalized_anxiety,anxiety,derived,SCARED_P,rebuild_derived,yes,yes,1.0,1.0,1.0,formula_or_flag,low,fixed pipeline uses legacy-first assignment when value exists
scared_p_panic_somatic,anxiety,derived,SCARED_P,rebuild_derived,yes,yes,1.0,1.0,1.0,formula_or_flag,low,fixed pipeline uses legacy-first assignment when value exists
scared_p_possible_anxiety_disorder_cut25,anxiety,derived,SCARED_P,rebuild_derived,yes,yes,1.0,1.0,1.0,formula_or_flag,low,fixed pipeline uses legacy-first assignment when value exists
scared_p_school_avoidance,anxiety,derived,SCARED_P,rebuild_derived,yes,yes,1.0,1.0,1.0,formula_or_flag,low,fixed pipeline uses legacy-first assignment when value exists
scared_p_separation_anxiety,anxiety,derived,SCARED_P,rebuild_derived,yes,yes,1.0,1.0,1.0,formula_or_flag,low,fixed pipeline uses legacy-first assignment when value exists
scared_p_social_anxiety,anxiety,derived,SCARED_P,rebuild_derived,yes,yes,1.0,1.0,1.0,formula_or_flag,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_01,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_02,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_03,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_04,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_05,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_06,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_07,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_08,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_09,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_10,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_11,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_12,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_13,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_14,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_15,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_16,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_17,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_18,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_19,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_20,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_21,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_22,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_23,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_24,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_25,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_26,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_27,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_28,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_29,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_30,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_31,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_32,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_33,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_34,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_35,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_36,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_37,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_38,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_39,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_40,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_41,anxiety,direct_question,SCARED_SR,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_generalized_anxiety,anxiety,derived,SCARED_SR,rebuild_derived,yes,yes,1.0,1.0,1.0,formula_or_flag,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_panic_somatic,anxiety,derived,SCARED_SR,rebuild_derived,yes,yes,1.0,1.0,1.0,formula_or_flag,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_possible_anxiety_disorder_cut25,anxiety,derived,SCARED_SR,rebuild_derived,yes,yes,1.0,1.0,1.0,formula_or_flag,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_school_avoidance,anxiety,derived,SCARED_SR,rebuild_derived,yes,yes,1.0,1.0,1.0,formula_or_flag,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_separation_anxiety,anxiety,derived,SCARED_SR,rebuild_derived,yes,yes,1.0,1.0,1.0,formula_or_flag,low,fixed pipeline uses legacy-first assignment when value exists
scared_sr_social_anxiety,anxiety,derived,SCARED_SR,rebuild_derived,yes,yes,1.0,1.0,1.0,formula_or_flag,low,fixed pipeline uses legacy-first assignment when value exists
sdq_01,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_02,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_03,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_04,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_05,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_06,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_07,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_08,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_09,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_10,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_11,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_12,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_13,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_14,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_15,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_16,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_17,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_18,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_19,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_20,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_21,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_22,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_23,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_24,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_25,anxiety,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_conduct_problems,adhd;conduct;elimination;anxiety;depression,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_emotional_symptoms,adhd;conduct;elimination;anxiety;depression,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_hyperactivity_inattention,adhd;conduct;elimination;anxiety;depression,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_impact,adhd;conduct;elimination;anxiety;depression,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_peer_problems,adhd;anxiety;depression,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_prosocial_behavior,adhd;anxiety;depression,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sdq_total_difficulties,adhd;conduct;elimination;anxiety;depression,direct_question,SDQ,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
sex_assigned_at_birth,adhd;conduct;elimination;anxiety;depression,direct_question,DEMOGRAPHIC,rebuild_direct_question,yes,yes,1.0,1.0,1.0,none,low,fixed pipeline uses legacy-first assignment when value exists
site,adhd;conduct;elimination;anxiety,system_filled,SYSTEM_RUNTIME,rebuild_system_filled,yes,yes,1.0,1.0,1.0,formula_or_flag,low,fixed pipeline uses legacy-first assignment when value exists
swan_hyperactive_impulsive_total,adhd,derived,SWAN,rebuild_derived,yes,yes,1.0,1.0,1.0,formula_or_flag,low,fixed pipeline uses legacy-first assignment when value exists
swan_inattention_total,adhd,derived,SWAN,rebuild_derived,yes,yes,1.0,1.0,1.0,formula_or_flag,low,fixed pipeline uses legacy-first assignment when value exists
ysr_aggressive_behavior_proxy,adhd,derived,YSR,rebuild_derived,yes,yes,1.0,1.0,1.0,formula_or_flag,low,fixed pipeline uses legacy-first assignment when value exists
ysr_anxious_depressed_proxy,adhd,derived,YSR,rebuild_derived,yes,yes,1.0,1.0,1.0,formula_or_flag,low,fixed pipeline uses legacy-first assignment when value exists
ysr_attention_problems_proxy,adhd,derived,YSR,rebuild_derived,yes,yes,1.0,1.0,1.0,formula_or_flag,low,fixed pipeline uses legacy-first assignment when value exists
ysr_externalizing_proxy,adhd,derived,YSR,rebuild_derived,yes,yes,1.0,1.0,1.0,formula_or_flag,low,fixed pipeline uses legacy-first assignment when value exists
ysr_internalizing_proxy,adhd,derived,YSR,rebuild_derived,yes,yes,1.0,1.0,1.0,formula_or_flag,low,fixed pipeline uses legacy-first assignment when value exists
ysr_rule_breaking_proxy,adhd,derived,YSR,rebuild_derived,yes,yes,1.0,1.0,1.0,formula_or_flag,low,fixed pipeline uses legacy-first assignment when value exists
conners_total,adhd,derived,CONNERS,rebuild_derived,no,no,0.0,0.025833333333333333,0.0,formula_or_flag,high,fixed pipeline uses legacy-first assignment when value exists
icut_total,conduct,derived,ICUT,rebuild_derived,no,no,0.0,0.9566666666666667,0.0,formula_or_flag,high,fixed pipeline uses legacy-first assignment when value exists
scared_p_total,anxiety,derived,SCARED_P,rebuild_derived,no,no,0.0,0.725,0.0,formula_or_flag,high,fixed pipeline uses legacy-first assignment when value exists
scared_sr_total,anxiety,derived,SCARED_SR,rebuild_derived,no,no,0.0,0.7308333333333333,0.0,formula_or_flag,high,fixed pipeline uses legacy-first assignment when value exists
swan_total,adhd,derived,SWAN,rebuild_derived,no,no,0.01,0.9533333333333334,0.01,formula_or_flag,high,fixed pipeline uses legacy-first assignment when value exists
has_conners,adhd,presence_flag,PRESENCE_FLAG,rebuild_presence_flag,no,no,0.025833333333333333,0.025833333333333333,0.025833333333333333,formula_or_flag,high,fixed pipeline uses legacy-first assignment when value exists
has_ysr,adhd,presence_flag,PRESENCE_FLAG,rebuild_presence_flag,no,no,0.02666666666666667,0.02666666666666667,0.02666666666666667,formula_or_flag,high,fixed pipeline uses legacy-first assignment when value exists
has_ari_sr,conduct,presence_flag,PRESENCE_FLAG,rebuild_presence_flag,no,no,0.6725,0.9566666666666667,0.6725,formula_or_flag,high,fixed pipeline uses legacy-first assignment when value exists
mfq_p_total,depression,derived,MFQ_P,rebuild_derived,no,no,0.7241666666666666,0.7241666666666666,0.7241666666666666,formula_or_flag,high,fixed pipeline uses legacy-first assignment when value exists
has_scared_p,anxiety,presence_flag,PRESENCE_FLAG,rebuild_presence_flag,no,no,0.725,0.725,0.725,formula_or_flag,high,fixed pipeline uses legacy-first assignment when value exists
has_ari_p,conduct,presence_flag,PRESENCE_FLAG,rebuild_presence_flag,no,no,0.7291666666666666,0.9583333333333334,0.7291666666666666,formula_or_flag,high,fixed pipeline uses legacy-first assignment when value exists
has_scared_sr,anxiety,presence_flag,PRESENCE_FLAG,rebuild_presence_flag,no,no,0.7308333333333333,0.7308333333333333,0.7308333333333333,formula_or_flag,high,fixed pipeline uses legacy-first assignment when value exists
