table_index,matrix_name,row_index_in_table,section,diagnostic_unit,external_domain,parameter_name,dsm_block,criterion_label,criterion_text,data_type,normative_rule,code_reference,audit_result,rule_of_use,source_document
11,diagnostic_symptom_matrix,8,diagnostic_symptom,Trastorno de ansiedad por separación,Ansiedad,SAD_8,A.8,A.8,Quejas repetidas de síntomas físicos cuando se produce o se prevé la separación,Booleano / ordinal de frecuencia,Debe permitir conteo para el umbral diagnóstico,,,,matriz normativa dsm5.docx
12,diagnostic_structural_matrix,1,diagnostic_structural,Trastorno de ansiedad generalizada,Ansiedad,GAD_A,A,A,Ansiedad y preocupación excesiva durante más días de los que ha estado ausente por un mínimo de 6 meses en relación con diversos sucesos o actividades,Booleano + temporalidad,Gate principal,,,,matriz normativa dsm5.docx
12,diagnostic_structural_matrix,2,diagnostic_structural,Trastorno de ansiedad generalizada,Ansiedad,GAD_B,B,B,Dificultad para controlar la preocupación,Booleano,Gate obligatorio,,,,matriz normativa dsm5.docx
12,diagnostic_structural_matrix,3,diagnostic_structural,Trastorno de ansiedad generalizada,Ansiedad,GAD_C_THRESHOLD,C,C,Tres o más de seis síntomas asociados; en niños basta un ítem,Numérico,Umbral sintomático obligatorio,,,,matriz normativa dsm5.docx
12,diagnostic_structural_matrix,4,diagnostic_structural,Trastorno de ansiedad generalizada,Ansiedad,GAD_D,D,D,Malestar clínicamente significativo o deterioro funcional,Booleano + texto,Gate obligatorio,,,,matriz normativa dsm5.docx
12,diagnostic_structural_matrix,5,diagnostic_structural,Trastorno de ansiedad generalizada,Ansiedad,GAD_E,E,E,No atribuible a sustancia ni afección médica,Booleano + texto,Gate obligatorio,,,,matriz normativa dsm5.docx
12,diagnostic_structural_matrix,6,diagnostic_structural,Trastorno de ansiedad generalizada,Ansiedad,GAD_F,F,F,No se explica mejor por otro trastorno mental,Booleano + texto,Gate obligatorio,,,,matriz normativa dsm5.docx
13,diagnostic_symptom_matrix,1,diagnostic_symptom,Trastorno de ansiedad generalizada,Ansiedad,GAD_1,C.1,C.1,Inquietud o sensación de estar atrapado o con los nervios de punta,Booleano / ordinal de frecuencia,Debe permitir conteo para el umbral diagnóstico,,,,matriz normativa dsm5.docx
13,diagnostic_symptom_matrix,2,diagnostic_symptom,Trastorno de ansiedad generalizada,Ansiedad,GAD_2,C.2,C.2,Facilidad para fatigarse,Booleano / ordinal de frecuencia,Debe permitir conteo para el umbral diagnóstico,,,,matriz normativa dsm5.docx
13,diagnostic_symptom_matrix,3,diagnostic_symptom,Trastorno de ansiedad generalizada,Ansiedad,GAD_3,C.3,C.3,Dificultad para concentrarse o quedarse con la mente en blanco,Booleano / ordinal de frecuencia,Debe permitir conteo para el umbral diagnóstico,,,,matriz normativa dsm5.docx
13,diagnostic_symptom_matrix,4,diagnostic_symptom,Trastorno de ansiedad generalizada,Ansiedad,GAD_4,C.4,C.4,Irritabilidad,Booleano / ordinal de frecuencia,Debe permitir conteo para el umbral diagnóstico,,,,matriz normativa dsm5.docx
13,diagnostic_symptom_matrix,5,diagnostic_symptom,Trastorno de ansiedad generalizada,Ansiedad,GAD_5,C.5,C.5,Tensión muscular,Booleano / ordinal de frecuencia,Debe permitir conteo para el umbral diagnóstico,,,,matriz normativa dsm5.docx
13,diagnostic_symptom_matrix,6,diagnostic_symptom,Trastorno de ansiedad generalizada,Ansiedad,GAD_6,C.6,C.6,Problemas de sueño,Booleano / ordinal de frecuencia,Debe permitir conteo para el umbral diagnóstico,,,,matriz normativa dsm5.docx
14,diagnostic_structural_matrix,1,diagnostic_structural,Trastorno de depresión mayor,Depresión,MDD_A_THRESHOLD,A,A,"Cinco o más síntomas en el mismo período de dos semanas, con al menos uno de los dos síntomas nucleares",Numérico + temporalidad,Umbral diagnóstico obligatorio,,,,matriz normativa dsm5.docx
14,diagnostic_structural_matrix,2,diagnostic_structural,Trastorno de depresión mayor,Depresión,MDD_A_NUCLEAR,A,A,Al menos un síntoma nuclear: estado de ánimo deprimido o pérdida de interés o placer,Booleano,Gate obligatorio,,,,matriz normativa dsm5.docx
14,diagnostic_structural_matrix,3,diagnostic_structural,Trastorno de depresión mayor,Depresión,MDD_B,B,B,Malestar clínicamente significativo o deterioro funcional,Booleano + texto,Gate obligatorio,,,,matriz normativa dsm5.docx
14,diagnostic_structural_matrix,4,diagnostic_structural,Trastorno de depresión mayor,Depresión,MDD_C,C,C,No atribuible a sustancia ni a otra afección médica,Booleano + texto,Gate obligatorio,,,,matriz normativa dsm5.docx
14,diagnostic_structural_matrix,5,diagnostic_structural,Trastorno de depresión mayor,Depresión,MDD_D,D,D,"No explicado mejor por trastorno esquizoafectivo, esquizofrenia u otros trastornos psicóticos",Booleano + texto,Gate obligatorio,,,,matriz normativa dsm5.docx
14,diagnostic_structural_matrix,6,diagnostic_structural,Trastorno de depresión mayor,Depresión,MDD_E,E,E,Nunca ha habido episodio maníaco o hipomaníaco salvo inducción por sustancias o afección médica,Booleano + texto,Gate obligatorio,,,,matriz normativa dsm5.docx
14,diagnostic_structural_matrix,7,diagnostic_structural,Trastorno de depresión mayor,Depresión,MDD_SPECIFIERS,Especificadores,Especificadores,"Con ansiedad, con características mixtas, melancólicas, atípicas, psicóticas congruentes o no congruentes, con catatonía, con inicio en el periparto y con patrón estacional cuando corresponda",Categórico multivalor,Se codifican por separado,,,,matriz normativa dsm5.docx
14,diagnostic_structural_matrix,8,diagnostic_structural,Trastorno de depresión mayor,depression,MDD_EPISODE_COURSE,Procedimientos de codificación y registro,Curso del episodio,El código diagnóstico del trastorno de depresión mayor se basa en si el cuadro corresponde a episodio único o recurrente.,Categórico,Debe codificarse obligatoriamente como episodio único o recurrente.,,added_correction_2026_03_26,Se registra antes de los especificadores sin código.,matriz normativa dsm5.docx
14,diagnostic_structural_matrix,9,diagnostic_structural,Trastorno de depresión mayor,depression,MDD_RECURRENT_INTERVAL,Procedimientos de codificación y registro,Nota de recurrencia,"Para considerar un episodio como recurrente debe existir un intervalo mínimo de dos meses consecutivos entre episodios, durante el cual no se cumplan los criterios para un episodio de depresión mayor.",Temporalidad,Debe validarse antes de clasificar el curso como recurrente.,,added_correction_2026_03_26,Regla obligatoria para distinguir episodio único de episodio recurrente.,matriz normativa dsm5.docx
14,diagnostic_structural_matrix,10,diagnostic_structural,Trastorno de depresión mayor,depression,MDD_CURRENT_SEVERITY,Procedimientos de codificación y registro,Gravedad actual,"La gravedad actual debe codificarse como leve, moderado o grave y se basa en el número de síntomas, su intensidad y el grado de deterioro funcional.",Ordinal,Sólo se especifica cuando actualmente se cumplen todos los criterios para un episodio de depresión mayor.,,added_correction_2026_03_26,Debe preservarse como variable independiente de los demás especificadores.,matriz normativa dsm5.docx
14,diagnostic_structural_matrix,11,diagnostic_structural,Trastorno de depresión mayor,depression,MDD_PSYCHOTIC_STATUS,Procedimientos de codificación y registro,Características psicóticas,"La presencia de características psicóticas debe codificarse cuando corresponda y, si existen, debe registrarse independientemente de la gravedad del episodio.",Booleano + especificador,Sólo se especifica cuando actualmente se cumplen todos los criterios para un episodio de depresión mayor.,,added_correction_2026_03_26,Debe vincularse con los especificadores psicóticos congruentes o no congruentes y conservarse como eje de codificación propio.,matriz normativa dsm5.docx
14,diagnostic_structural_matrix,12,diagnostic_structural,Trastorno de depresión mayor,depression,MDD_REMISSION_STATUS,Procedimientos de codificación y registro,Estado de remisión,El estado de remisión debe codificarse como remisión parcial o remisión total cuando actualmente no se cumplen todos los criterios para un episodio de depresión mayor.,Ordinal,Los especificadores de remisión sólo se usan cuando actualmente no se cumplen todos los criterios para un episodio de depresión mayor.,,added_correction_2026_03_26,Debe preservarse como variable independiente de la gravedad actual.,matriz normativa dsm5.docx
14,diagnostic_structural_matrix,13,diagnostic_structural,Trastorno de depresión mayor,depression,MDD_DIAGNOSTIC_RECORD_ORDER,Procedimientos de codificación y registro,Orden de registro diagnóstico,"Al registrar el diagnóstico se debe enumerar en este orden: trastorno de depresión mayor, episodio único o recurrente, especificadores de gravedad/psicótico/remisión y después los demás especificadores aplicables al episodio actual.",Texto normativo,Regla formal de codificación y registro que debe mantenerse intacta.,,added_correction_2026_03_26,Parámetro normativo de auditoría y trazabilidad; no reemplaza criterios clínicos.,matriz normativa dsm5.docx
15,diagnostic_symptom_matrix,1,diagnostic_symptom,Trastorno de depresión mayor,Depresión,MDD_1,A.1,A.1,"Estado de ánimo deprimido la mayor parte del día, casi todos los días; en niños puede ser irritable",Booleano / ordinal de frecuencia,Debe permitir conteo para el umbral diagnóstico,,,,matriz normativa dsm5.docx
15,diagnostic_symptom_matrix,2,diagnostic_symptom,Trastorno de depresión mayor,Depresión,MDD_2,A.2,A.2,Disminución importante del interés o del placer por todas o casi todas las actividades,Booleano / ordinal de frecuencia,Debe permitir conteo para el umbral diagnóstico,,,,matriz normativa dsm5.docx
15,diagnostic_symptom_matrix,3,diagnostic_symptom,Trastorno de depresión mayor,Depresión,MDD_3,A.3,A.3,"Pérdida importante de peso sin dieta o aumento de peso, o disminución o aumento del apetito; en niños considerar fracaso para aumentar peso esperado",Booleano / ordinal de frecuencia,Debe permitir conteo para el umbral diagnóstico,,,,matriz normativa dsm5.docx
15,diagnostic_symptom_matrix,4,diagnostic_symptom,Trastorno de depresión mayor,Depresión,MDD_4,A.4,A.4,Insomnio o hipersomnia casi todos los días,Booleano / ordinal de frecuencia,Debe permitir conteo para el umbral diagnóstico,,,,matriz normativa dsm5.docx
15,diagnostic_symptom_matrix,5,diagnostic_symptom,Trastorno de depresión mayor,Depresión,MDD_5,A.5,A.5,Agitación o retraso psicomotor observable casi todos los días,Booleano / ordinal de frecuencia,Debe permitir conteo para el umbral diagnóstico,,,,matriz normativa dsm5.docx
15,diagnostic_symptom_matrix,6,diagnostic_symptom,Trastorno de depresión mayor,Depresión,MDD_6,A.6,A.6,Fatiga o pérdida de energía casi todos los días,Booleano / ordinal de frecuencia,Debe permitir conteo para el umbral diagnóstico,,,,matriz normativa dsm5.docx
15,diagnostic_symptom_matrix,7,diagnostic_symptom,Trastorno de depresión mayor,Depresión,MDD_7,A.7,A.7,Sentimiento de inutilidad o culpabilidad excesiva o inapropiada,Booleano / ordinal de frecuencia,Debe permitir conteo para el umbral diagnóstico,,,,matriz normativa dsm5.docx
15,diagnostic_symptom_matrix,8,diagnostic_symptom,Trastorno de depresión mayor,Depresión,MDD_8,A.8,A.8,Disminución de la capacidad para pensar o concentrarse o para tomar decisiones,Booleano / ordinal de frecuencia,Debe permitir conteo para el umbral diagnóstico,,,,matriz normativa dsm5.docx
15,diagnostic_symptom_matrix,9,diagnostic_symptom,Trastorno de depresión mayor,Depresión,MDD_9,A.9,A.9,"Pensamientos de muerte recurrentes, ideas suicidas, intento o plan específico",Booleano / ordinal de frecuencia,Debe permitir conteo para el umbral diagnóstico,,,,matriz normativa dsm5.docx
16,diagnostic_specifiers_matrix,1,diagnostic_specifiers,Trastorno de depresión mayor,Depresión,MDD_SPEC_1,Especificador depresivo,Especificador depresivo,Con ansiedad,Booleano,Aplicable si se cumplen los rasgos del especificador,,,,matriz normativa dsm5.docx
16,diagnostic_specifiers_matrix,2,diagnostic_specifiers,Trastorno de depresión mayor,Depresión,MDD_SPEC_2,Especificador depresivo,Especificador depresivo,Con características mixtas,Booleano,Aplicable si se cumplen los rasgos del especificador,,,,matriz normativa dsm5.docx
16,diagnostic_specifiers_matrix,3,diagnostic_specifiers,Trastorno de depresión mayor,Depresión,MDD_SPEC_3,Especificador depresivo,Especificador depresivo,Con características melancólicas,Booleano,Aplicable si se cumplen los rasgos del especificador,,,,matriz normativa dsm5.docx
16,diagnostic_specifiers_matrix,4,diagnostic_specifiers,Trastorno de depresión mayor,Depresión,MDD_SPEC_4,Especificador depresivo,Especificador depresivo,Con características atípicas,Booleano,Aplicable si se cumplen los rasgos del especificador,,,,matriz normativa dsm5.docx
16,diagnostic_specifiers_matrix,5,diagnostic_specifiers,Trastorno de depresión mayor,Depresión,MDD_SPEC_5,Especificador depresivo,Especificador depresivo,Con características psicóticas congruentes con el estado de ánimo,Booleano,Aplicable si se cumplen los rasgos del especificador,,,,matriz normativa dsm5.docx
16,diagnostic_specifiers_matrix,6,diagnostic_specifiers,Trastorno de depresión mayor,Depresión,MDD_SPEC_6,Especificador depresivo,Especificador depresivo,Con características psicóticas no congruentes con el estado de ánimo,Booleano,Aplicable si se cumplen los rasgos del especificador,,,,matriz normativa dsm5.docx
16,diagnostic_specifiers_matrix,7,diagnostic_specifiers,Trastorno de depresión mayor,Depresión,MDD_SPEC_7,Especificador depresivo,Especificador depresivo,Con catatonía,Booleano,Requiere codificación adicional,,,,matriz normativa dsm5.docx
16,diagnostic_specifiers_matrix,8,diagnostic_specifiers,Trastorno de depresión mayor,Depresión,MDD_SPEC_8,Especificador depresivo,Especificador depresivo,Con inicio en el periparto,Booleano,Aplicable cuando corresponda,,,,matriz normativa dsm5.docx
16,diagnostic_specifiers_matrix,9,diagnostic_specifiers,Trastorno de depresión mayor,Depresión,MDD_SPEC_9,Especificador depresivo,Especificador depresivo,Con patrón estacional sólo en episodio recurrente,Booleano,Aplicable cuando corresponda,,,,matriz normativa dsm5.docx
17,diagnostic_structural_matrix,1,diagnostic_structural,Trastorno depresivo persistente,Depresión,PDD_A,A,A,"Estado de ánimo deprimido durante la mayor parte del día, presente más días de los que está ausente, durante al menos 2 años; en niños y adolescentes puede ser irritable y la duración mínima es 1 año",Booleano + temporalidad,Gate principal,,,,matriz normativa dsm5.docx
17,diagnostic_structural_matrix,2,diagnostic_structural,Trastorno depresivo persistente,Depresión,PDD_B_THRESHOLD,B,B,Dos o más de seis síntomas durante la depresión,Numérico,Umbral sintomático obligatorio,,,,matriz normativa dsm5.docx
17,diagnostic_structural_matrix,3,diagnostic_structural,Trastorno depresivo persistente,Depresión,PDD_C,C,C,Durante el período de alteración nunca ha estado sin los síntomas de A y B por más de 2 meses seguidos,Booleano + temporalidad,Gate obligatorio,,,,matriz normativa dsm5.docx
17,diagnostic_structural_matrix,4,diagnostic_structural,Trastorno depresivo persistente,Depresión,PDD_D,D,D,Los criterios para depresión mayor pueden estar continuamente presentes durante 2 años,Booleano,Debe poder registrarse,,,,matriz normativa dsm5.docx
17,diagnostic_structural_matrix,5,diagnostic_structural,Trastorno depresivo persistente,Depresión,PDD_E,E,E,Nunca ha habido episodio maníaco o hipomaníaco y nunca se han cumplido criterios de trastorno ciclotímico,Booleano + texto,Gate obligatorio,,,,matriz normativa dsm5.docx
17,diagnostic_structural_matrix,6,diagnostic_structural,Trastorno depresivo persistente,Depresión,PDD_F,F,F,"No explicado mejor por trastorno esquizoafectivo persistente, esquizofrenia, trastorno delirante u otro trastorno psicótico",Booleano + texto,Gate obligatorio,,,,matriz normativa dsm5.docx
17,diagnostic_structural_matrix,7,diagnostic_structural,Trastorno depresivo persistente,Depresión,PDD_G,G,G,No atribuible a sustancia o afección médica,Booleano + texto,Gate obligatorio,,,,matriz normativa dsm5.docx
17,diagnostic_structural_matrix,8,diagnostic_structural,Trastorno depresivo persistente,Depresión,PDD_H,H,H,Malestar clínicamente significativo o deterioro funcional,Booleano + texto,Gate obligatorio,,,,matriz normativa dsm5.docx
17,diagnostic_structural_matrix,9,diagnostic_structural,Trastorno depresivo persistente,Depresión,PDD_REMISSION,Especificador,Especificador,Remisión parcial o total,Ordinal,Debe codificarse por separado,,,,matriz normativa dsm5.docx
17,diagnostic_structural_matrix,10,diagnostic_structural,Trastorno depresivo persistente,Depresión,PDD_ONSET,Especificador,Especificador,Inicio temprano si comienza antes de los 21 años; inicio tardío si empieza a los 21 o después,Categórico,Debe codificarse por separado,,,,matriz normativa dsm5.docx
17,diagnostic_structural_matrix,11,diagnostic_structural,Trastorno depresivo persistente,Depresión,PDD_COURSE,Especificador,Especificador,"Síndrome distímico puro, episodio de depresión mayor persistente, episodios intermitentes con episodio actual o sin episodio actual",Categórico,Debe codificarse por separado,,,,matriz normativa dsm5.docx
17,diagnostic_structural_matrix,12,diagnostic_structural,Trastorno depresivo persistente,Depresión,PDD_SEVERITY,Gravedad actual,Gravedad actual,"Leve, moderado o grave",Ordinal,Debe codificarse por separado,,,,matriz normativa dsm5.docx
18,diagnostic_symptom_matrix,1,diagnostic_symptom,Trastorno depresivo persistente,Depresión,PDD_1,B.1,B.1,Poco apetito o sobrealimentación,Booleano / ordinal de frecuencia,Debe permitir conteo para el umbral diagnóstico,,,,matriz normativa dsm5.docx
18,diagnostic_symptom_matrix,2,diagnostic_symptom,Trastorno depresivo persistente,Depresión,PDD_2,B.2,B.2,Insomnio o hipersomnia,Booleano / ordinal de frecuencia,Debe permitir conteo para el umbral diagnóstico,,,,matriz normativa dsm5.docx
18,diagnostic_symptom_matrix,3,diagnostic_symptom,Trastorno depresivo persistente,Depresión,PDD_3,B.3,B.3,Poca energía o fatiga,Booleano / ordinal de frecuencia,Debe permitir conteo para el umbral diagnóstico,,,,matriz normativa dsm5.docx
18,diagnostic_symptom_matrix,4,diagnostic_symptom,Trastorno depresivo persistente,Depresión,PDD_4,B.4,B.4,Baja autoestima,Booleano / ordinal de frecuencia,Debe permitir conteo para el umbral diagnóstico,,,,matriz normativa dsm5.docx
18,diagnostic_symptom_matrix,5,diagnostic_symptom,Trastorno depresivo persistente,Depresión,PDD_5,B.5,B.5,Falta de concentración o dificultad para tomar decisiones,Booleano / ordinal de frecuencia,Debe permitir conteo para el umbral diagnóstico,,,,matriz normativa dsm5.docx
18,diagnostic_symptom_matrix,6,diagnostic_symptom,Trastorno depresivo persistente,Depresión,PDD_6,B.6,B.6,Sentimientos de desesperanza,Booleano / ordinal de frecuencia,Debe permitir conteo para el umbral diagnóstico,,,,matriz normativa dsm5.docx
19,diagnostic_specifiers_matrix,1,diagnostic_specifiers,Trastorno depresivo persistente,Depresión,PDD_SPEC_1,Especificador depresivo,Especificador depresivo,Con ansiedad,Booleano,Aplicable cuando corresponda,,,,matriz normativa dsm5.docx
19,diagnostic_specifiers_matrix,2,diagnostic_specifiers,Trastorno depresivo persistente,Depresión,PDD_SPEC_2,Especificador depresivo,Especificador depresivo,Con características mixtas,Booleano,Aplicable cuando corresponda,,,,matriz normativa dsm5.docx
19,diagnostic_specifiers_matrix,3,diagnostic_specifiers,Trastorno depresivo persistente,Depresión,PDD_SPEC_3,Especificador depresivo,Especificador depresivo,Con características melancólicas,Booleano,Aplicable cuando corresponda,,,,matriz normativa dsm5.docx
19,diagnostic_specifiers_matrix,4,diagnostic_specifiers,Trastorno depresivo persistente,Depresión,PDD_SPEC_4,Especificador depresivo,Especificador depresivo,Con características atípicas,Booleano,Aplicable cuando corresponda,,,,matriz normativa dsm5.docx
19,diagnostic_specifiers_matrix,5,diagnostic_specifiers,Trastorno depresivo persistente,Depresión,PDD_SPEC_5,Especificador depresivo,Especificador depresivo,Con características psicóticas congruentes con el estado de ánimo,Booleano,Aplicable cuando corresponda,,,,matriz normativa dsm5.docx
19,diagnostic_specifiers_matrix,6,diagnostic_specifiers,Trastorno depresivo persistente,Depresión,PDD_SPEC_6,Especificador depresivo,Especificador depresivo,Con características psicóticas no congruentes con el estado de ánimo,Booleano,Aplicable cuando corresponda,,,,matriz normativa dsm5.docx
19,diagnostic_specifiers_matrix,7,diagnostic_specifiers,Trastorno depresivo persistente,Depresión,PDD_SPEC_7,Especificador depresivo,Especificador depresivo,Con inicio en el periparto,Booleano,Aplicable cuando corresponda,,,,matriz normativa dsm5.docx
20,diagnostic_structural_matrix,1,diagnostic_structural,Trastorno de desregulación disruptiva del estado de ánimo,Depresión,DMDD_A,A,A,"Accesos de cólera graves y recurrentes, verbales y/o conductuales, desproporcionados a la situación o provocación",Booleano,Gate principal,,,,matriz normativa dsm5.docx
20,diagnostic_structural_matrix,2,diagnostic_structural,Trastorno de desregulación disruptiva del estado de ánimo,Depresión,DMDD_B,B,B,Los accesos de cólera no concuerdan con el grado de desarrollo,Booleano,Gate obligatorio,,,,matriz normativa dsm5.docx
20,diagnostic_structural_matrix,3,diagnostic_structural,Trastorno de desregulación disruptiva del estado de ánimo,Depresión,DMDD_C,C,C,"Los accesos de cólera se producen, en término medio, tres o más veces por semana",Numérico + temporalidad,Gate obligatorio,,,,matriz normativa dsm5.docx
20,diagnostic_structural_matrix,4,diagnostic_structural,Trastorno de desregulación disruptiva del estado de ánimo,Depresión,DMDD_D,D,D,"Estado de ánimo entre accesos persistentemente irritable o irascible la mayor parte del día, casi todos los días, observable por otros",Booleano + texto,Gate obligatorio,,,,matriz normativa dsm5.docx
20,diagnostic_structural_matrix,5,diagnostic_structural,Trastorno de desregulación disruptiva del estado de ánimo,Depresión,DMDD_E,E,E,Criterios A-D presentes durante 12 o más meses y sin un período de 3 meses consecutivos sin todos los síntomas,Temporalidad + persistencia,Gate obligatorio,,,,matriz normativa dsm5.docx
20,diagnostic_structural_matrix,6,diagnostic_structural,Trastorno de desregulación disruptiva del estado de ánimo,Depresión,DMDD_F,F,F,Criterios A y D presentes al menos en dos de tres contextos y graves al menos en uno,Multicontexto + severidad,Gate obligatorio,,,,matriz normativa dsm5.docx
20,diagnostic_structural_matrix,7,diagnostic_structural,Trastorno de desregulación disruptiva del estado de ánimo,Depresión,DMDD_G,G,G,Primer diagnóstico no antes de los 6 años ni después de los 18 años,Rango etario,Gate obligatorio,,,,matriz normativa dsm5.docx
20,diagnostic_structural_matrix,8,diagnostic_structural,Trastorno de desregulación disruptiva del estado de ánimo,Depresión,DMDD_H,H,H,"Por historia u observación, los criterios A-E comienzan antes de los 10 años",Edad de inicio,Gate obligatorio,,,,matriz normativa dsm5.docx
20,diagnostic_structural_matrix,9,diagnostic_structural,Trastorno de desregulación disruptiva del estado de ánimo,Depresión,DMDD_I,I,I,"Nunca ha habido período bien definido de más de un día que cumpla criterios sintomáticos de manía o hipomanía, excepto duración",Booleano + texto,Gate obligatorio,,,,matriz normativa dsm5.docx
20,diagnostic_structural_matrix,10,diagnostic_structural,Trastorno de desregulación disruptiva del estado de ánimo,Depresión,DMDD_J,J,J,No ocurre exclusivamente durante episodio de depresión mayor y no se explica mejor por otro trastorno mental,Booleano + texto,Gate obligatorio,,,,matriz normativa dsm5.docx
20,diagnostic_structural_matrix,11,diagnostic_structural,Trastorno de desregulación disruptiva del estado de ánimo,Depresión,DMDD_J_COEXISTENCE,Nota de coexistencia,Nota de coexistencia,"No puede coexistir con trastorno negativista desafiante, trastorno explosivo intermitente ni trastorno bipolar; puede coexistir con depresión mayor, TDAH, trastorno de conducta y trastornos por consumo de sustancias",Texto estructurado,Regla de coexistencia obligatoria,,,,matriz normativa dsm5.docx
20,diagnostic_structural_matrix,12,diagnostic_structural,Trastorno de desregulación disruptiva del estado de ánimo,Depresión,DMDD_K,K,K,No atribuible a sustancia ni a afección médica o neurológica,Booleano + texto,Gate obligatorio,,,,matriz normativa dsm5.docx
